objectid_1,objectid,name,folderpath,symbolid,altmode,base,clamped,extruded,snippet,popupinfo,shape_leng,name_1,name_of_gr,permit_dat,area_offic,net_planta,planted_as,concession,source_of,additional,shape_le_1,globalid,shape_Length,shape_Area
170,170,Tawakal Sejati,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.28259544,Tawakal Sejati,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.28259544,{358F2690-0505-40E5-BD8B-D14D2B400900},31480.7513893881,44163423.1075257
171,171,Tanjung Tiara,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.26972255,Tanjung Tiara,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.26972255,{1B93583B-D6D3-4C0E-9C9A-863FEDD39583},30054.8060327263,43499452.1609039
172,172,southwinds,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.19744159,southwinds,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.19744159,{A6D59BBF-6699-4973-8969-48E2903A19F6},22004.197420369,23802811.7320761
173,173,Seatex Development,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.26588112,Seatex Development,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.26588112,{5CCF1621-199B-4D7F-8E18-836338A11442},29622.5496567948,45370606.7747792
174,174,Selangor Estate SOPIC,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.35743999,Selangor Estate SOPIC,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.35743999,{6393A63B-9ACF-4F25-85C3-3B873437CC00},39829.136113842,50315507.9589275
175,175,Wangsa Majur,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.4854699,Wangsa Majur,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.4854699,{FB272D40-C903-4509-928D-71BE6776D9DC},54064.2947578691,134098675.194089
176,176,FELCRA Balingian,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.18400252,FELCRA Balingian,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.18400252,{78E2EDC8-6DA2-46E8-90DB-CD05402EC7E0},20494.4628127693,16689578.4653797
177,177,Kuraya,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.28357712,Kuraya,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.28357712,{6C768CDE-9D2F-4A0E-9C8A-0589E6F34EE0},31589.1281589129,48537014.0912797
178,178,Espek Mutiara,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.18923656,Espek Mutiara,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.18923656,{86777E2D-B53B-40E9-B3E0-63DA57875125},21076.7960153046,29469082.8140157
179,179,PalmCol,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.0907385,PalmCol,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.0907385,{618956A5-3F23-4F44-A4A8-6BA3ED0FD543},10107.37183426,6463116.79600926
180,180,Midas Rentak Bedengan,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.14298288,Midas Rentak Bedengan,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.14298288,{4AE90904-3DA4-471B-A9D3-1BD182F05F96},15927.0313817703,14968614.0952211
181,181,Mukah palm industri,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.3666309,Mukah palm industri,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.3666309,{B3DEC685-B952-49D5-A83C-961486942F4D},40835.2100229144,72468330.7803086
182,182,Golden Start Ace,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.29404263,Golden Start Ace,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.29404263,{5548A005-BA16-46A5-9BFC-DEEBE2EA5D63},32747.4246402987,44205807.9147915
183,183,SLDB,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.1949861,SLDB,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.1949861,{51E9AFA4-3FD5-4425-98E7-0E19A1465A08},21717.7163487519,23302382.208648
184,184,Empire,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.49515815,Empire,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.49515815,{62ABC158-A346-487D-82E3-EC5E7467F8FB},55149.4805366112,46905946.9429026
185,185,Rinwood Kenyana,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.62153651,Rinwood Kenyana,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.62153651,{F2BD4959-18B6-4E41-BC10-77135D7C4B34},69244.5866689084,173230854.029047
186,186,SLDB,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.18175898,SLDB,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.18175898,{0F8E4CE2-8B18-407A-9FDB-D07690FCDA8D},20244.5448644419,23230874.5871455
187,187,PELITA Sensasi,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.40507818,PELITA Sensasi,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.40507818,{57D7D2BF-9723-4C12-A746-4D978FA95783},45114.1215439215,59004027.5610459
188,188,PELITA SPAPA Oya,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.23846528,PELITA SPAPA Oya,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.23846528,{0B070974-7FB7-4B21-B650-9AF1708E9236},26557.4013619614,33972835.2614386
189,189,PELITA SPAPA Oya,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.15605176,PELITA SPAPA Oya,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.15605176,{FD47D0D0-9D26-46A7-9E71-F49B30D2814D},17379.0549646341,18972845.8674085
190,190,Konawit  block B,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.79268809,Konawit  block B,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.79268809,{260009EC-CF50-4FF2-9269-FB4A4673BBE6},88265.6864386495,231712721.826118
191,191,Konawit block D,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.58086778,Konawit block D,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.58086778,{A150D9EB-6331-47D4-B02F-910ACFE8024C},64681.2548229263,98729316.222932
192,192,Proposed Sg Sikat NCR project,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.58562431,Proposed Sg Sikat NCR project,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.58562431,{405F1889-FBB5-4E8D-BBB0-842A4DA38012},65227.5016913407,82219332.3274183
193,193,Proposed Konawit Block A NCR Project,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.43414543,Proposed Konawit Block A NCR Project,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.43414543,{0A2471B1-F5D2-46F2-8974-2359F622652E},48338.8123325032,109503428.624758
194,194,Trans Kenyalang,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.36432674,Trans Kenyalang,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.36432674,{93D87B96-12D5-4314-AF5D-66E4E6065CC7},40563.7122472827,52363183.2512306
195,195,Golden Star Ace,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.32340215,Golden Star Ace,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.32340215,{1EA628F1-14A4-4795-97CE-7638F9751429},36017.4576499139,71228016.5484806
196,196,SLDB,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.34228007,SLDB,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.34228007,{6CC3D747-A852-4930-AEB3-CA3F78923022},38117.2686692478,59117177.8363617
197,197,Rosebay,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.30584754,Rosebay,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.30584754,{8D5846AA-E37A-497D-AD18-8787E8DB4D09},34063.9959194237,48644388.2324808
198,198,Rosebay,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.21980162,Rosebay,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.21980162,{D0F7B674-E43E-4DEC-BA95-81D5ED3553C9},24477.0850803414,24610529.382574
199,199,Rosebay Palmcol,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",1,0,0,-1,0, , ,0.37514514,Rosebay Palmcol,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.37514514,{E03A3E5C-F3A3-4AD2-A9D6-EC8F754D1E50},41788.7964816571,70816999.0676436
200,200,Daya Khas Pelita,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/FDS map for palm oil within peat areas",7,0,0,-1,0, ,belong to Iban federal minister Douglas Ugah (minister of environment),0.61986957,Daya Khas Pelita,Other / Unknown,,0, , ,Oil palm,FDS map for palm oil within peat areas (digitised by Aidenvironment), ,0.61986957,{31CAA8CD-BAE6-4AD3-A55A-EE9D67423657},69011.2036084883,82245448.934957
201,201,Untitled Polygon,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/FDS map for palm oil within peat areas",7,0,0,-1,0, , ,0.3949197,Untitled Polygon,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.3949197,{E83D0793-6602-4F2B-BFE0-38C3C00098AA},43972.8093283682,78242599.5431863
202,202,Untitled Polygon,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/FDS map for palm oil within peat areas",7,0,0,-1,0, , ,0.2986883,Untitled Polygon,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.2986883,{92D68213-12EC-4E6F-88FF-4C75F11925C2},33256.0818749104,39144591.2048997
203,203,Untitled Polygon,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/FDS map for palm oil within peat areas",7,0,0,-1,0, , ,0.31594274,Untitled Polygon,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.31594274,{2F15B91A-27F3-401E-8FE5-E63B62099CB6},35173.6461832959,54255720.749337
204,204,Untitled Polygon,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/FDS map for palm oil within peat areas",7,0,0,-1,0, , ,0.21356195,Untitled Polygon,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.21356195,{8F0718F8-1886-40CE-AB11-CFEF225EF42A},23787.9213883908,21423602.7916011
205,205,BPP Pusaka (Hormat Pacific & Budi Nasib OPP,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/FDS map for palm oil within peat areas",7,0,0,-1,0, , ,0.33809518,BPP Pusaka (Hormat Pacific & Budi Nasib OPP,Other / Unknown,,0, , ,Oil palm,FDS map for palm oil within peat areas (digitised by Aidenvironment), ,0.33809518,{F505CB36-BA5E-45D0-AB69-481668C51136},37660.8508056241,81606712.7366952
206,206,BPP Pusaka,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/FDS map for palm oil within peat areas",7,0,0,-1,0, , ,0.20438741,BPP Pusaka,Other / Unknown,,0, , ,Oil palm,FDS map for palm oil within peat areas (digitised by Aidenvironment), ,0.20438741,{66356407-6736-4E91-9F1C-D599ECEDCF6A},22773.6145640695,23067487.2026572
207,207,Untitled Polygon,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/FDS map for palm oil within peat areas",7,0,0,-1,0, , ,0.2806716,Untitled Polygon,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.2806716,{BF351897-28AA-4A00-897B-89DCA63D4E14},31250.1970962646,36796189.2562794
208,208,Untitled Polygon,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/FDS map for palm oil within peat areas",7,0,0,-1,0, , ,0.43113594,Untitled Polygon,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.43113594,{6C70BC7A-7E94-46E2-B9BB-B005451903DD},48055.2220175101,72100056.0521355
209,209,Untitled Polygon,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/FDS map for palm oil within peat areas",7,0,0,-1,0, , ,0.20280967,Untitled Polygon,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.20280967,{62AEAF04-A745-4C71-B99C-007FFDD71F27},22619.0293896678,20743341.2837773
210,210,Untitled Polygon,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/FDS map for palm oil within peat areas",7,0,0,-1,0, , ,0.38395916,Untitled Polygon,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.38395916,{3ED31BB8-8F9C-407E-B531-191CF15CB6A5},42772.8085067029,47317771.1113203
211,211,Trans Kenyalang,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/FDS map for palm oil within peat areas",7,0,0,-1,0, ,ADB funded Environmental Impact Assessment,0.73899999,Trans Kenyalang,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.73899999,{0F70F55F-3193-43E5-9DA8-A838AF3FB920},82277.8037818324,176354924.073859
212,212,Untitled Polygon,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/FDS map for palm oil within peat areas",7,0,0,-1,0, , ,0.22915711,Untitled Polygon,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.22915711,{DCB828E2-34B3-472A-A722-07A730FE5F18},25517.6905531712,30682620.483995
213,213,Kris Jati and Sadong Plantation,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/FDS map for palm oil within peat areas",7,0,0,-1,0, , ,0.4221963,Kris Jati and Sadong Plantation,Other / Unknown,,0, , ,Oil palm,FDS map for palm oil within peat areas (digitised by Aidenvironment), ,0.4221963,{25277CAF-1C30-4718-8932-C9C7647107B2},47002.7501635672,66244959.9104904
214,214,Untitled Polygon,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/FDS map for palm oil within peat areas",7,0,0,-1,0, , ,0.79137428,Untitled Polygon,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.79137428,{1F4F80FF-5756-424E-B12A-DA4F4E227DEF},88107.5179203094,240504352.25994
215,215,Untitled Polygon,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/FDS map for palm oil within peat areas",7,0,0,-1,0, , ,0.14391186,Untitled Polygon,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.14391186,{FD4EE2B7-04DA-4E29-A85B-E4DD216AD139},16021.8783515164,14424937.5785245
216,216,Hydroflow,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/FDS map for palm oil within peat areas",7,0,0,-1,0, , ,0.94000938,Hydroflow,Other / Unknown,,0, , ,Oil palm,FDS map for palm oil within peat areas (digitised by Aidenvironment), ,0.94000938,{BAF31BFC-D358-45C9-8591-2FFB810F794A},104656.999728525,191357669.793491
217,217,Untitled Polygon,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/FDS map for palm oil within peat areas",7,0,0,-1,0, , ,0.10664676,Untitled Polygon,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.10664676,{091C9959-6FF6-4C57-91B3-07B74DDD8193},11873.1157727847,7372275.09880982
218,218,Untitled Polygon,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/FDS map for palm oil within peat areas",7,0,0,-1,0, , ,0.22236867,Untitled Polygon,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.22236867,{A70DCD12-8546-4A15-90A3-54DC384A8524},24758.3317444932,19492351.392308
219,219,Untitled Polygon,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/FDS map for palm oil within peat areas",4,0,0,-1,0, , ,0.40865693,Untitled Polygon,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.40865693,{AE9AFF15-0D9F-4FB7-B1B0-4F440709E49D},45536.4666945221,81543860.3716933
220,220,Untitled Polygon,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/FDS map for palm oil within peat areas",4,0,0,-1,0, , ,0.28051274,Untitled Polygon,Other / Unknown,,0, , ,Oil palm,"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.28051274,{74D0386F-5305-4CAA-8587-4D2365298311},31266.8693646591,22875287.3558524
221,221,Pelita Sago Estate,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions",4,0,0,-1,0, , ,0.32984143,Pelita Sago Estate,Other / Unknown,,0, , ,Oil palm,"Regional perspective map in EIA report for LPF/0035, obtained from NREB library", ,0.32984143,{2F4917B5-9783-426A-ABBD-F4B2D066D7E7},36742.7965873643,50814244.0540804
222,222,Silas OPP,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/From reg perspective maps",2,0,0,-1,0, , ,0.76750314,Silas OPP,Other / Unknown,,0, , ,Oil palm,"Regional perspective map in EIA report for nearby Re-Entry Logging project, obtained from NREB library", ,0.76750314,{1A06B225-EEA0-4553-8A87-7DA41DB8B971},85500.6675119837,174962948.40687
223,223,Alma Bumi OPP,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/From reg perspective maps",2,0,0,-1,0, , ,0.37818409,Alma Bumi OPP,Other / Unknown,,0, , ,Oil palm,"Regional perspective map in EIA report for nearby Re-Entry Logging project, obtained from NREB library", ,0.37818409,{C4C4E0C4-A9C4-40BE-A395-E5E88A04EC02},42129.5324375213,53977408.1947558
224,224,Genaan OPP,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/From reg perspective maps",2,0,0,-1,0, , ,0.8291543,Genaan OPP,Other / Unknown,,0, , ,Oil palm,"Regional perspective map in EIA report for nearby Re-Entry Logging project, obtained from NREB library", ,0.8291543,{37100AD7-6B2C-44BD-B24E-4E8AAD0FDA39},92366.8371649796,210823788.818406
225,225,Ladang Selezu OPP,"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Other/Other OP concessions/From reg perspective maps",2,0,0,-1,0, , ,0.34829864,Ladang Selezu OPP,Other / Unknown,,0, , ,Oil palm,"Regional perspective map in EIA report for nearby Re-Entry Logging project, obtained from NREB library", ,0.34829864,{CD34439F-270E-44A9-BCD1-4060B7E139E1},38789.0305996914,34211113.1187479
226,226,Adong estate (part of LPF/0004),"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Samling/LPF License/Adong estate (part of LPF",1,0,0,-1,0, ,"Landbank approximately 4,370 hectares (source: EIA LPF0004)",0.34137096,Adong estate (part of LPF/0004),Samling,,4370, , ,Plantation Forest (Oil Palm area for one rotation),"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.34137096,{6EF38EB6-BD37-43F2-BAC1-E39614F217B2},38061.5402532004,55162862.6176671
227,227,Liku estate (part of LPF/0004),"All Sarawak Timber, LPF & OP Licence Boundaries - REVISED for WRI.kmz/All Sarawak Timber, LPF & OP Licence Boundaries/Samling/LPF License/Liku estate (part of LPF",1,0,0,-1,0, ,"landbank approximately 4,390 hectares (source: EIA LPF0004)",0.44337216,Liku estate (part of LPF/0004),Samling,,4390, , ,Plantation Forest (Oil Palm area for one rotation),"Map from Environmental Impact Assessment, obtained from NREB library and digitised by Aidenvironment", ,0.44337216,{A6A00666-0837-4D24-8EA9-2E9F59A2D3AC},49430.8052917831,58400170.4019886
